emp_no,first_name,last_name,title,from_date,to_date,salary
441308,Sastry,Sankaranarayanan,Senior Staff,1997-03-31,9999-01-01,"$40,000.00"
441309,Arco,Trystram,Senior Engineer,1992-12-14,9999-01-01,"$80,172.00"
441309,Arco,Trystram,Engineer,1986-12-15,1992-12-14,"$80,172.00"
441332,Sverrir,Bruckman,Senior Engineer,1992-02-07,9999-01-01,"$40,000.00"
441332,Sverrir,Bruckman,Engineer,1986-02-07,1992-02-07,"$40,000.00"
441333,Horward,Randi,Senior Engineer,1991-06-09,9999-01-01,"$40,000.00"
441333,Horward,Randi,Engineer,1985-06-09,1991-06-09,"$40,000.00"
441343,Yuping,Jiang,Senior Engineer,1987-12-30,9999-01-01,"$40,000.00"
441349,Oscar,Merlo,Senior Staff,1988-04-29,9999-01-01,"$61,614.00"
441352,Christoper,Menyhert,Senior Staff,1993-09-22,9999-01-01,"$89,903.00"
441352,Christoper,Menyhert,Staff,1988-09-22,1993-09-22,"$89,903.00"
441364,Weidon,Kilgore,Senior Staff,1998-01-11,9999-01-01,"$71,607.00"
441364,Weidon,Kilgore,Staff,1989-01-11,1998-01-11,"$71,607.00"
441371,Vidya,Leppanen,Senior Staff,1994-05-14,9999-01-01,"$88,673.00"
441371,Vidya,Leppanen,Staff,1986-05-14,1994-05-14,"$88,673.00"
441388,Sham,Kroft,Senior Staff,1992-11-10,9999-01-01,"$65,883.00"
441388,Sham,Kroft,Staff,1985-11-10,1992-11-10,"$65,883.00"
441398,Chiradeep,Eiter,Senior Staff,1999-09-09,9999-01-01,"$47,380.00"
441398,Chiradeep,Eiter,Staff,1992-09-08,1999-09-09,"$47,380.00"
441407,Atreyi,Roohalamini,Engineer,1998-10-14,9999-01-01,"$57,918.00"
441425,Niteen,Famili,Senior Engineer,1991-09-19,9999-01-01,"$45,770.00"
441425,Niteen,Famili,Engineer,1985-09-19,1991-09-19,"$45,770.00"
441429,Ewing,Akaboshi,Senior Staff,1996-02-14,9999-01-01,"$54,969.00"
441429,Ewing,Akaboshi,Staff,1989-02-13,1996-02-14,"$54,969.00"
441449,Kiyokazu,Lally,Senior Engineer,2001-12-21,9999-01-01,"$40,000.00"
441449,Kiyokazu,Lally,Engineer,1992-12-21,2001-12-21,"$40,000.00"
441451,Fabrizio,Marletta,Senior Engineer,1991-03-27,9999-01-01,"$55,226.00"
441451,Fabrizio,Marletta,Engineer,1986-03-27,1991-03-27,"$55,226.00"
441459,Rosine,Schauser,Senior Engineer,1985-11-23,9999-01-01,"$40,000.00"
441461,Mang,Nations,Senior Engineer,1986-09-12,9999-01-01,"$41,759.00"
441477,Kerryn,Sevcikova,Senior Staff,1992-01-09,9999-01-01,"$92,717.00"
441477,Kerryn,Sevcikova,Staff,1987-01-09,1992-01-09,"$92,717.00"
441478,Mats,Camarinopoulos,Technique Leader,1999-05-30,9999-01-01,"$77,290.00"
441487,Przemyslawa,Dulli,Senior Engineer,1992-12-03,9999-01-01,"$40,000.00"
441487,Przemyslawa,Dulli,Engineer,1987-12-04,1992-12-03,"$40,000.00"
441493,Ger,Menhardt,Engineer,1998-01-30,9999-01-01,"$40,000.00"
441495,Marie,Feldmann,Engineer,1999-09-23,9999-01-01,"$52,472.00"
441506,Kwun,Underwood,Engineer,1994-02-08,9999-01-01,"$40,000.00"
441506,Kwun,Underwood,Assistant Engineer,1985-02-08,1994-02-08,"$40,000.00"
441515,Fox,Hasenauer,Senior Engineer,1992-10-14,9999-01-01,"$40,000.00"
441515,Fox,Hasenauer,Engineer,1987-10-15,1992-10-14,"$40,000.00"
441516,Sanjai,Nitsch,Senior Engineer,1995-03-06,9999-01-01,"$57,624.00"
441520,Shounak,Suermann,Senior Staff,1995-06-13,9999-01-01,"$53,588.00"
441520,Shounak,Suermann,Staff,1988-06-12,1995-06-13,"$53,588.00"
441529,Kazuhiko,Tasistro,Engineer,1997-08-05,9999-01-01,"$66,588.00"
441531,Heekeun,Chandrasekhar,Senior Engineer,1998-05-16,9999-01-01,"$40,000.00"
441531,Heekeun,Chandrasekhar,Engineer,1989-05-16,1998-05-16,"$40,000.00"
441582,Munehiko,Schauser,Senior Engineer,1995-11-07,9999-01-01,"$55,552.00"
441582,Munehiko,Schauser,Engineer,1988-11-06,1995-11-07,"$55,552.00"
441598,Jingling,Siepmann,Staff,1998-07-26,9999-01-01,"$74,249.00"
441609,Martins,Swiss,Senior Engineer,1990-04-11,9999-01-01,"$50,224.00"
441609,Martins,Swiss,Engineer,1985-04-11,1990-04-11,"$50,224.00"
441628,Lubomir,Bazelow,Senior Staff,1998-01-07,9999-01-01,"$61,456.00"
441628,Lubomir,Bazelow,Staff,1989-01-07,1998-01-07,"$61,456.00"
441666,Mohammed,Jullig,Senior Staff,1992-11-05,9999-01-01,"$55,206.00"
441666,Mohammed,Jullig,Staff,1986-11-06,1992-11-05,"$55,206.00"
441668,Huiqun,Crelier,Technique Leader,1987-11-12,9999-01-01,"$49,571.00"
441669,Raimond,Chimia,Senior Staff,1996-04-03,9999-01-01,"$84,281.00"
441669,Raimond,Chimia,Staff,1988-04-03,1996-04-03,"$84,281.00"
441672,Inderjeet,Rabehasaina,Senior Staff,1995-06-16,9999-01-01,"$61,215.00"
441672,Inderjeet,Rabehasaina,Staff,1988-06-15,1995-06-16,"$61,215.00"
441674,Jiong,Heusch,Senior Staff,2002-01-23,9999-01-01,"$40,000.00"
441674,Jiong,Heusch,Staff,1994-01-23,2002-01-23,"$40,000.00"
441688,Jayesh,Schwaller,Staff,1999-11-10,9999-01-01,"$40,648.00"
441691,Uri,Oehlmann,Senior Staff,1994-02-07,9999-01-01,"$41,738.00"
441691,Uri,Oehlmann,Staff,1987-02-07,1994-02-07,"$41,738.00"
441698,Reinhard,Halloran,Senior Engineer,1994-08-13,9999-01-01,"$40,000.00"
441698,Reinhard,Halloran,Engineer,1988-08-13,1994-08-13,"$40,000.00"
441723,Houman,Granlund,Senior Engineer,1996-07-19,9999-01-01,"$70,065.00"
441723,Houman,Granlund,Engineer,1988-07-19,1996-07-19,"$70,065.00"
441737,Sverrir,Coombs,Senior Engineer,1996-03-25,9999-01-01,"$72,262.00"
441737,Sverrir,Coombs,Engineer,1988-03-25,1996-03-25,"$72,262.00"
441762,Mircea,Delaune,Senior Staff,2001-11-10,9999-01-01,"$46,811.00"
441762,Mircea,Delaune,Staff,1995-11-11,2001-11-10,"$46,811.00"
441773,Shigenori,Cesareni,Senior Staff,1995-07-30,9999-01-01,"$70,754.00"
441773,Shigenori,Cesareni,Staff,1988-07-29,1995-07-30,"$70,754.00"
441784,Vasilii,Peroz,Senior Engineer,1995-06-27,9999-01-01,"$53,272.00"
441826,Leandro,Einsfeld,Senior Staff,1996-03-18,9999-01-01,"$60,060.00"
441826,Leandro,Einsfeld,Staff,1987-03-19,1996-03-18,"$60,060.00"
441839,Froduald,Christ,Senior Staff,1991-02-15,9999-01-01,"$87,738.00"
441839,Froduald,Christ,Staff,1986-02-15,1991-02-15,"$87,738.00"
441873,Georg,Perri,Senior Staff,1993-09-07,9999-01-01,"$62,108.00"
441873,Georg,Perri,Staff,1986-09-07,1993-09-07,"$62,108.00"
441880,Xiping,Mikschl,Senior Engineer,2001-03-06,9999-01-01,"$40,000.00"
441880,Xiping,Mikschl,Engineer,1994-03-06,2001-03-06,"$40,000.00"
441904,Rosalyn,Sambasivam,Staff,1998-07-04,9999-01-01,"$84,520.00"
441911,Susuma,Zweizig,Senior Staff,1993-01-28,9999-01-01,"$54,211.00"
441911,Susuma,Zweizig,Staff,1987-01-29,1993-01-28,"$54,211.00"
441918,Bluma,Rettelbach,Senior Staff,1992-11-30,9999-01-01,"$53,325.00"
441918,Bluma,Rettelbach,Staff,1987-12-01,1992-11-30,"$53,325.00"
441921,Jeanne,Hatcliff,Senior Engineer,1988-12-31,9999-01-01,"$40,000.00"
441925,Kinh,Kusakabe,Senior Engineer,1999-12-13,9999-01-01,"$48,015.00"
441925,Kinh,Kusakabe,Engineer,1992-12-12,1999-12-13,"$48,015.00"
441925,Kinh,Kusakabe,Assistant Engineer,1985-12-12,1992-12-12,"$48,015.00"
441927,Diederik,Oxman,Senior Engineer,1993-01-06,9999-01-01,"$40,000.00"
441927,Diederik,Oxman,Engineer,1986-01-06,1993-01-06,"$40,000.00"
441932,Shir,Tyugu,Engineer,1998-06-20,9999-01-01,"$42,450.00"
441939,Jayson,Hennings,Engineer,1996-10-02,9999-01-01,"$40,000.00"
441955,Sudhanshu,Sommer,Senior Staff,1992-05-15,9999-01-01,"$91,667.00"
441955,Sudhanshu,Sommer,Staff,1987-05-16,1992-05-15,"$91,667.00"
441970,Duangkaew,Puppe,Senior Engineer,1995-09-14,9999-01-01,"$48,992.00"
441970,Duangkaew,Puppe,Engineer,1986-09-14,1995-09-14,"$48,992.00"
441973,Hatsukazu,Egerstedt,Senior Engineer,1995-09-29,9999-01-01,"$40,000.00"
441973,Hatsukazu,Egerstedt,Engineer,1987-09-29,1995-09-29,"$40,000.00"
441985,Xumin,Velardi,Technique Leader,1993-10-09,9999-01-01,"$57,268.00"
442014,Radhakrishnan,Gajiwala,Senior Engineer,1997-07-17,9999-01-01,"$40,000.00"
442016,Yuping,Breugel,Senior Staff,1986-09-06,9999-01-01,"$62,938.00"
442048,Shigeu,Stassinopoulos,Technique Leader,1992-10-12,9999-01-01,"$41,249.00"
442054,Sachar,Vendrig,Engineer,1995-10-31,9999-01-01,"$41,470.00"
442083,Shridhar,Perly,Senior Engineer,1991-06-24,9999-01-01,"$52,195.00"
442083,Shridhar,Perly,Engineer,1985-06-24,1991-06-24,"$52,195.00"
442085,Jeong,Peha,Senior Staff,1992-01-27,9999-01-01,"$82,044.00"
442085,Jeong,Peha,Staff,1987-01-27,1992-01-27,"$82,044.00"
442093,Arvind,Weisert,Senior Engineer,1985-08-20,9999-01-01,"$49,240.00"
442114,Ibibia,Mandell,Senior Staff,1994-03-17,9999-01-01,"$60,625.00"
442114,Ibibia,Mandell,Staff,1985-03-17,1994-03-17,"$60,625.00"
442131,Mark,Dredge,Senior Staff,1992-03-02,9999-01-01,"$40,000.00"
442133,Bernd,Angel,Senior Staff,2002-07-28,9999-01-01,"$85,908.00"
442133,Bernd,Angel,Staff,1993-07-28,2002-07-28,"$85,908.00"
442141,Eben,Serot,Senior Staff,1996-12-05,9999-01-01,"$53,411.00"
442141,Eben,Serot,Staff,1988-12-05,1996-12-05,"$53,411.00"
442149,Utpal,Bodoff,Senior Staff,2001-10-25,9999-01-01,"$73,619.00"
442149,Utpal,Bodoff,Staff,1994-10-25,2001-10-25,"$73,619.00"
442167,Mohamadou,Vigier,Senior Engineer,1996-03-14,9999-01-01,"$48,357.00"
442188,Lucian,Rahier,Staff,1995-09-06,9999-01-01,"$69,955.00"
442196,Muzhong,Hegner,Senior Engineer,1987-06-26,9999-01-01,"$40,000.00"
442213,Masali,Hoogerwoord,Senior Staff,1986-03-06,9999-01-01,"$47,327.00"
442230,Anestis,Edelhoff,Senior Engineer,1991-05-23,9999-01-01,"$66,004.00"
442230,Anestis,Edelhoff,Engineer,1986-05-23,1991-05-23,"$66,004.00"
442233,Lene,Azuma,Senior Staff,1991-03-31,9999-01-01,"$40,000.00"
442233,Lene,Azuma,Staff,1986-03-31,1991-03-31,"$40,000.00"
442243,Yishai,Syrzycki,Senior Engineer,2000-11-30,9999-01-01,"$52,110.00"
442243,Yishai,Syrzycki,Engineer,1993-11-30,2000-11-30,"$52,110.00"
442243,Yishai,Syrzycki,Assistant Engineer,1986-11-30,1993-11-30,"$52,110.00"
442246,Richara,Linares,Senior Engineer,1998-12-07,9999-01-01,"$52,113.00"
442246,Richara,Linares,Engineer,1993-12-07,1998-12-07,"$52,113.00"
442260,Kayoko,Tokunaga,Senior Engineer,1996-04-23,9999-01-01,"$56,184.00"
442260,Kayoko,Tokunaga,Engineer,1988-04-23,1996-04-23,"$56,184.00"
442265,Christophe,Navazio,Senior Staff,1993-02-09,9999-01-01,"$47,116.00"
442265,Christophe,Navazio,Staff,1985-02-09,1993-02-09,"$47,116.00"
442271,Chinho,Speer,Senior Staff,1995-06-27,9999-01-01,"$73,119.00"
442271,Chinho,Speer,Staff,1987-06-27,1995-06-27,"$73,119.00"
442275,Eric,Kropf,Senior Engineer,1999-11-10,9999-01-01,"$40,000.00"
442275,Eric,Kropf,Engineer,1990-11-10,1999-11-10,"$40,000.00"
442314,Miquel,Schwartzburd,Engineer,1998-08-10,9999-01-01,"$40,000.00"
442317,Jiong,Junet,Senior Engineer,1995-09-11,9999-01-01,"$40,000.00"
442317,Jiong,Junet,Engineer,1990-09-11,1995-09-11,"$40,000.00"
442321,Toshimo,Hertweck,Staff,1997-06-21,9999-01-01,"$50,459.00"
442330,Quingbo,Veeraraghavan,Senior Staff,1997-08-21,9999-01-01,"$62,173.00"
442350,Kagan,Kriebel,Staff,1994-07-05,9999-01-01,"$40,000.00"
442364,Barton,Oxman,Senior Engineer,2000-08-19,9999-01-01,"$40,000.00"
442364,Barton,Oxman,Engineer,1992-08-19,2000-08-19,"$40,000.00"
442372,Conal,Sundgren,Senior Engineer,1990-03-12,9999-01-01,"$40,000.00"
442372,Conal,Sundgren,Engineer,1985-03-12,1990-03-12,"$40,000.00"
442405,Evgueni,Zielinski,Senior Engineer,1990-12-06,9999-01-01,"$50,594.00"
442405,Evgueni,Zielinski,Engineer,1985-12-06,1990-12-06,"$50,594.00"
442429,Souichi,Hanabata,Senior Engineer,1993-09-02,9999-01-01,"$50,817.00"
442429,Souichi,Hanabata,Engineer,1986-09-02,1993-09-02,"$50,817.00"
442430,Tse,Baak,Senior Engineer,1985-12-07,9999-01-01,"$45,183.00"
442433,Jingling,Roohalamini,Senior Staff,1991-12-18,9999-01-01,"$46,130.00"
442433,Jingling,Roohalamini,Staff,1985-12-18,1991-12-18,"$46,130.00"
442450,Shaleah,Bugaenko,Senior Staff,1996-08-03,9999-01-01,"$45,732.00"
442450,Shaleah,Bugaenko,Staff,1989-08-03,1996-08-03,"$45,732.00"
442455,Youngkon,Gihr,Senior Engineer,1995-10-30,9999-01-01,"$62,540.00"
442455,Youngkon,Gihr,Engineer,1989-10-30,1995-10-30,"$62,540.00"
442457,Zhigen,Jahnichen,Senior Engineer,2000-10-31,9999-01-01,"$46,988.00"
442457,Zhigen,Jahnichen,Engineer,1994-11-01,2000-10-31,"$46,988.00"
442460,Leon,Ranon,Senior Engineer,1995-08-07,9999-01-01,"$54,601.00"
442460,Leon,Ranon,Engineer,1990-08-07,1995-08-07,"$54,601.00"
442464,Toshiko,Naudin,Senior Engineer,1996-05-30,9999-01-01,"$43,839.00"
442464,Toshiko,Naudin,Engineer,1987-05-31,1996-05-30,"$43,839.00"
442487,Miomir,Speer,Senior Staff,1992-12-03,9999-01-01,"$55,512.00"
442487,Miomir,Speer,Staff,1987-12-04,1992-12-03,"$55,512.00"
442515,Abdelwaheb,Langford,Senior Engineer,1995-04-05,9999-01-01,"$40,000.00"
442515,Abdelwaheb,Langford,Engineer,1989-04-05,1995-04-05,"$40,000.00"
442539,Toshimori,Suri,Staff,1999-07-03,9999-01-01,"$45,744.00"
442542,Mang,Thiran,Staff,1995-08-12,9999-01-01,"$70,224.00"
442550,Adib,Vadhan,Senior Engineer,1994-02-17,9999-01-01,"$40,000.00"
442550,Adib,Vadhan,Engineer,1986-02-17,1994-02-17,"$40,000.00"
442562,Masasuke,Backhouse,Senior Engineer,1997-03-14,9999-01-01,"$40,000.00"
442562,Masasuke,Backhouse,Engineer,1992-03-14,1997-03-14,"$40,000.00"
442572,Lorien,Hellwagner,Senior Engineer,1993-12-24,9999-01-01,"$59,835.00"
442572,Lorien,Hellwagner,Engineer,1986-12-24,1993-12-24,"$59,835.00"
442576,Shietung,Ramsey,Senior Engineer,1999-01-08,9999-01-01,"$40,000.00"
442576,Shietung,Ramsey,Engineer,1991-01-08,1999-01-08,"$40,000.00"
442593,Geoffrey,Hockney,Engineer,1997-10-02,9999-01-01,"$59,569.00"
442593,Geoffrey,Hockney,Assistant Engineer,1989-10-02,1997-10-02,"$59,569.00"
442599,Nathan,Thombley,Senior Engineer,1994-04-19,9999-01-01,"$40,000.00"
442599,Nathan,Thombley,Engineer,1985-04-19,1994-04-19,"$40,000.00"
442608,Nigel,Melichar,Technique Leader,1996-10-06,9999-01-01,"$41,443.00"
442613,Tsz,Knightly,Senior Engineer,1992-08-27,9999-01-01,"$40,000.00"
442613,Tsz,Knightly,Engineer,1987-08-28,1992-08-27,"$40,000.00"
442618,Jaewon,Piancastelli,Senior Engineer,1992-12-28,9999-01-01,"$47,994.00"
442618,Jaewon,Piancastelli,Engineer,1987-12-29,1992-12-28,"$47,994.00"
442631,Ishfaq,Herbst,Senior Staff,1997-06-23,9999-01-01,"$64,392.00"
442631,Ishfaq,Herbst,Staff,1988-06-23,1997-06-23,"$64,392.00"
442649,Utz,Vendrig,Senior Staff,1994-01-07,9999-01-01,"$71,007.00"
442649,Utz,Vendrig,Staff,1986-01-07,1994-01-07,"$71,007.00"
442668,Khue,Sanella,Senior Staff,1986-03-02,9999-01-01,"$48,195.00"
442679,Patricio,Foote,Engineer,1997-12-08,9999-01-01,"$56,969.00"
442689,Sverrir,Zucker,Senior Staff,1997-09-05,9999-01-01,"$40,000.00"
442689,Sverrir,Zucker,Staff,1990-09-05,1997-09-05,"$40,000.00"
442699,Samphel,Baer,Assistant Engineer,1996-06-03,9999-01-01,"$40,000.00"
442709,Akemi,Renear,Senior Staff,1996-11-16,9999-01-01,"$40,000.00"
442709,Akemi,Renear,Staff,1988-11-16,1996-11-16,"$40,000.00"
442720,Sivanarayana,Kieras,Senior Staff,1995-02-08,9999-01-01,"$40,000.00"
442720,Sivanarayana,Kieras,Staff,1988-02-08,1995-02-08,"$40,000.00"
442731,Martine,Breugel,Senior Staff,1998-07-16,9999-01-01,"$40,000.00"
442731,Martine,Breugel,Staff,1993-07-16,1998-07-16,"$40,000.00"
442752,Vugranam,Luft,Senior Staff,1986-06-29,9999-01-01,"$97,935.00"
442757,Noritoshi,Cannard,Engineer,1998-03-04,9999-01-01,"$41,468.00"
442763,Weidon,Barriga,Senior Staff,1985-08-18,9999-01-01,"$47,687.00"
442765,Mark,Yeung,Senior Staff,1991-04-13,9999-01-01,"$40,000.00"
442765,Mark,Yeung,Staff,1985-04-13,1991-04-13,"$40,000.00"
442767,Matt,Ouhyoung,Senior Staff,1997-11-25,9999-01-01,"$40,000.00"
442767,Matt,Ouhyoung,Staff,1990-11-25,1997-11-25,"$40,000.00"
442786,Jianhao,Lagarias,Senior Staff,1989-07-27,9999-01-01,"$62,631.00"
442802,Angus,Bazelow,Staff,1995-06-04,9999-01-01,"$84,208.00"
442812,Hugo,Rodiger,Senior Staff,1994-12-12,9999-01-01,"$88,409.00"
442830,Ramachenga,Ranka,Senior Engineer,1995-05-25,9999-01-01,"$40,000.00"
442830,Ramachenga,Ranka,Engineer,1990-05-25,1995-05-25,"$40,000.00"
442834,Inderjeet,Falco,Senior Staff,1992-12-12,9999-01-01,"$40,000.00"
442834,Inderjeet,Falco,Staff,1985-12-12,1992-12-12,"$40,000.00"
442838,Subhash,Millington,Senior Engineer,1992-11-05,9999-01-01,"$48,024.00"
442838,Subhash,Millington,Engineer,1985-11-05,1992-11-05,"$48,024.00"
442841,Mahendra,Guting,Senior Engineer,1992-12-10,9999-01-01,"$68,294.00"
442846,Vishv,Matteis,Senior Staff,1993-04-21,9999-01-01,"$63,090.00"
442846,Vishv,Matteis,Staff,1987-04-22,1993-04-21,"$63,090.00"
442850,Constantijn,Vitiello,Senior Engineer,1995-02-02,9999-01-01,"$56,093.00"
442850,Constantijn,Vitiello,Engineer,1988-02-02,1995-02-02,"$56,093.00"
442862,Munehiro,Dayang,Senior Staff,2002-05-02,9999-01-01,"$43,013.00"
442862,Munehiro,Dayang,Staff,1996-05-02,2002-05-02,"$43,013.00"
442867,King,Vrecion,Senior Staff,1994-06-10,9999-01-01,"$40,000.00"
442867,King,Vrecion,Staff,1988-06-10,1994-06-10,"$40,000.00"
442878,Masaki,Takanami,Senior Engineer,1999-03-13,9999-01-01,"$67,318.00"
442878,Masaki,Takanami,Engineer,1993-03-13,1999-03-13,"$67,318.00"
442882,Sven,Weiland,Senior Engineer,1994-07-03,9999-01-01,"$40,000.00"
442882,Sven,Weiland,Engineer,1985-07-03,1994-07-03,"$40,000.00"
442883,Yinlin,Vendrig,Staff,1997-03-21,9999-01-01,"$90,068.00"
442907,Nitsan,Percebois,Senior Engineer,1993-08-04,9999-01-01,"$53,273.00"
442907,Nitsan,Percebois,Engineer,1988-08-04,1993-08-04,"$53,273.00"
442909,Augustine,Schwabacher,Senior Engineer,1986-06-23,9999-01-01,"$49,845.00"
442910,Hatim,Ellozy,Senior Staff,1994-06-06,9999-01-01,"$93,753.00"
442910,Hatim,Ellozy,Staff,1988-06-06,1994-06-06,"$93,753.00"
442929,Saniya,Klerer,Technique Leader,1993-12-27,9999-01-01,"$40,000.00"
442938,Xiaoqiu,Cusworth,Senior Staff,2001-01-25,9999-01-01,"$40,000.00"
442938,Xiaoqiu,Cusworth,Staff,1996-01-26,2001-01-25,"$40,000.00"
442947,Houman,Brattka,Senior Staff,1995-10-31,9999-01-01,"$59,321.00"
442947,Houman,Brattka,Staff,1986-10-31,1995-10-31,"$59,321.00"
442960,Marsha,Huttel,Senior Engineer,1994-11-24,9999-01-01,"$40,000.00"
442960,Marsha,Huttel,Engineer,1986-11-24,1994-11-24,"$40,000.00"
442966,Shaw,Ulupinar,Senior Engineer,1995-03-25,9999-01-01,"$57,924.00"
442966,Shaw,Ulupinar,Engineer,1989-03-25,1995-03-25,"$57,924.00"
442976,Mostafa,Zultner,Senior Engineer,2001-10-10,9999-01-01,"$48,489.00"
442976,Mostafa,Zultner,Engineer,1992-10-10,2001-10-10,"$48,489.00"
442977,Marlo,Armand,Senior Staff,1994-05-21,9999-01-01,"$59,751.00"
442977,Marlo,Armand,Staff,1989-05-21,1994-05-21,"$59,751.00"
442986,Nalini,Zeleznik,Technique Leader,1999-05-09,9999-01-01,"$56,094.00"
442987,Sukumar,Sherertz,Senior Engineer,1991-02-17,9999-01-01,"$49,216.00"
442987,Sukumar,Sherertz,Engineer,1985-02-17,1991-02-17,"$49,216.00"
443023,Edwin,Range,Senior Staff,1990-04-05,9999-01-01,"$61,340.00"
443023,Edwin,Range,Staff,1985-04-05,1990-04-05,"$61,340.00"
443078,Ortrud,Hennebert,Senior Staff,2001-08-08,9999-01-01,"$76,597.00"
443078,Ortrud,Hennebert,Staff,1995-08-09,2001-08-08,"$76,597.00"
443093,Theirry,Beutelspacher,Senior Staff,1993-05-31,9999-01-01,"$43,334.00"
443093,Theirry,Beutelspacher,Staff,1985-05-31,1993-05-31,"$43,334.00"
443097,Sudhanshu,Strandh,Senior Staff,1985-10-18,9999-01-01,"$77,921.00"
443118,Saeed,Angel,Senior Staff,1995-07-30,9999-01-01,"$40,000.00"
443118,Saeed,Angel,Staff,1987-07-30,1995-07-30,"$40,000.00"
443121,Valdiodio,Goldhammer,Engineer,1993-09-17,9999-01-01,"$51,214.00"
443140,Feixiong,Pramanik,Senior Staff,1985-12-06,9999-01-01,"$85,958.00"
443156,Hinrich,Wixon,Staff,1999-02-02,9999-01-01,"$59,673.00"
443160,Paloma,Vuskovic,Senior Engineer,1994-08-11,9999-01-01,"$49,888.00"
443160,Paloma,Vuskovic,Engineer,1988-08-11,1994-08-11,"$49,888.00"
443182,Heather,Luca,Senior Engineer,1992-08-02,9999-01-01,"$56,528.00"
443182,Heather,Luca,Engineer,1986-08-03,1992-08-02,"$56,528.00"
443184,Fai,Rusterholz,Senior Engineer,2000-10-17,9999-01-01,"$40,000.00"
443184,Fai,Rusterholz,Engineer,1993-10-17,2000-10-17,"$40,000.00"
443195,Manton,Bratten,Engineer,1998-11-18,9999-01-01,"$40,000.00"
443204,Lalit,Schapiro,Senior Engineer,1994-02-25,9999-01-01,"$40,000.00"
443204,Lalit,Schapiro,Engineer,1985-02-25,1994-02-25,"$40,000.00"
443206,Marco,Oppitz,Senior Staff,1993-09-17,9999-01-01,"$90,903.00"
443206,Marco,Oppitz,Staff,1987-09-18,1993-09-17,"$90,903.00"
443208,Nakhoon,Nilsson,Senior Engineer,1985-11-13,9999-01-01,"$42,630.00"
443215,Masato,Giarratana,Senior Engineer,1989-11-29,9999-01-01,"$69,012.00"
443218,Xiahua,Noriega,Engineer,1998-03-11,9999-01-01,"$53,449.00"
443228,Mohammad,Gecseg,Senior Staff,1993-08-08,9999-01-01,"$66,153.00"
443233,Nahla,Heuter,Senior Staff,1993-09-26,9999-01-01,"$40,000.00"
443233,Nahla,Heuter,Staff,1985-09-26,1993-09-26,"$40,000.00"
443240,Billie,Gimbel,Senior Engineer,1994-11-06,9999-01-01,"$40,000.00"
443240,Billie,Gimbel,Engineer,1987-11-06,1994-11-06,"$40,000.00"
443270,Vasiliy,Chvatal,Staff,1997-09-23,9999-01-01,"$83,534.00"
443283,Aluzio,Mamelak,Senior Staff,1996-05-17,9999-01-01,"$40,000.00"
443283,Aluzio,Mamelak,Staff,1988-05-17,1996-05-17,"$40,000.00"
443297,Krister,Egerstedt,Senior Engineer,1987-04-30,9999-01-01,"$40,000.00"
443303,Nadjib,Fadgyas,Senior Staff,1996-12-23,9999-01-01,"$77,716.00"
443303,Nadjib,Fadgyas,Staff,1988-12-23,1996-12-23,"$77,716.00"
443306,Mechthild,Sifakis,Senior Engineer,1992-07-05,9999-01-01,"$49,559.00"
443306,Mechthild,Sifakis,Engineer,1986-07-06,1992-07-05,"$49,559.00"
443307,Alagu,Bennis,Senior Engineer,1994-12-02,9999-01-01,"$42,534.00"
443307,Alagu,Bennis,Engineer,1989-12-02,1994-12-02,"$42,534.00"
443320,Kenton,Bugrara,Senior Staff,1994-05-18,9999-01-01,"$70,562.00"
443320,Kenton,Bugrara,Staff,1985-05-18,1994-05-18,"$70,562.00"
443325,Rasiah,Stanger,Senior Staff,1992-05-16,9999-01-01,"$70,192.00"
443325,Rasiah,Stanger,Staff,1985-05-16,1992-05-16,"$70,192.00"
443332,Leandro,Birsak,Senior Engineer,1991-10-19,9999-01-01,"$40,184.00"
443332,Leandro,Birsak,Engineer,1986-10-19,1991-10-19,"$40,184.00"
443349,Pantung,Lorch,Senior Staff,1998-06-20,9999-01-01,"$58,918.00"
443349,Pantung,Lorch,Staff,1990-06-20,1998-06-20,"$58,918.00"
443390,Arfst,Marwedel,Senior Staff,1986-07-05,9999-01-01,"$66,307.00"
443404,Xiaoheng,Feldhoffer,Senior Staff,1997-03-15,9999-01-01,"$79,072.00"
443404,Xiaoheng,Feldhoffer,Staff,1988-03-15,1997-03-15,"$79,072.00"
443409,Elliott,Krybus,Engineer,1994-04-15,9999-01-01,"$40,000.00"
443409,Elliott,Krybus,Assistant Engineer,1985-04-15,1994-04-15,"$40,000.00"
443411,Behnaam,Bahi,Senior Staff,1986-08-15,9999-01-01,"$78,304.00"
443415,Murthy,Oxman,Staff,1996-01-13,9999-01-01,"$42,502.00"
443419,Kazuyasu,Ernst,Senior Engineer,1991-04-18,9999-01-01,"$50,616.00"
443419,Kazuyasu,Ernst,Engineer,1986-04-18,1991-04-18,"$50,616.00"
443449,Vasiliy,Hasenauer,Senior Engineer,2000-07-27,9999-01-01,"$56,608.00"
443449,Vasiliy,Hasenauer,Engineer,1993-07-27,2000-07-27,"$56,608.00"
443450,Shawna,Denti,Senior Staff,1993-02-07,9999-01-01,"$62,619.00"
443450,Shawna,Denti,Staff,1987-02-08,1993-02-07,"$62,619.00"
443457,Kazuhisa,Demke,Senior Staff,2001-04-25,9999-01-01,"$86,981.00"
443457,Kazuhisa,Demke,Staff,1996-04-25,2001-04-25,"$86,981.00"
